,1612192594,,,
,1612192601,192.168.1.1,224.0.0.1,
,1612192601,192.168.1.2,224.0.0.251,
,1612192602,192.168.1.6,224.0.0.251,
,1612192609,,,
0,1612192610,52.97.133.226,192.168.1.2,35
0,1612192610,52.97.133.226,192.168.1.2,1126
0,1612192610,52.97.133.226,192.168.1.2,1161
1,1612192610,52.97.133.226,192.168.1.2,35
1,1612192610,52.97.133.226,192.168.1.2,1126
1,1612192610,52.97.133.226,192.168.1.2,1161
0,1612192610,192.168.1.2,52.97.133.226,
0,1612192610,192.168.1.2,52.97.133.226,
0,1612192610,192.168.1.2,52.97.133.226,
1,1612192610,192.168.1.2,52.97.133.226,
1,1612192610,192.168.1.2,52.97.133.226,
1,1612192610,192.168.1.2,52.97.133.226,
2,1612192610,192.168.1.2,129.102.3.227,46
2,1612192610,129.102.3.227,192.168.1.2,
2,1612192610,129.102.3.227,192.168.1.2,46
2,1612192610,192.168.1.2,129.102.3.227,
3,1612192614,192.168.1.2,46.4.77.182,46
3,1612192615,46.4.77.182,192.168.1.2,46
3,1612192615,192.168.1.2,46.4.77.182,
,1612192615,,,
,1612192615,,,
3,1612192616,46.4.77.182,192.168.1.2,42
3,1612192616,192.168.1.2,46.4.77.182,
,1612192621,192.168.1.1,224.0.0.1,
,1612192621,192.168.1.6,224.0.0.251,
,1612192624,,,
,1612192634,192.168.1.2,224.0.0.251,
,1612192634,,,
,1612192634,192.168.1.2,224.0.0.251,
,1612192641,192.168.1.1,224.0.0.1,
,1612192641,192.168.1.2,224.0.0.251,
,1612192642,192.168.1.6,224.0.0.251,
,1612192644,192.168.1.2,192.168.1.1,
,1612192644,192.168.1.1,192.168.1.2,
4,1612192644,192.168.1.2,216.58.212.234,
4,1612192644,216.58.212.234,192.168.1.2,
4,1612192644,192.168.1.2,216.58.212.234,
4,1612192644,192.168.1.2,216.58.212.234,647
4,1612192644,216.58.212.234,192.168.1.2,
4,1612192644,216.58.212.234,192.168.1.2,212
4,1612192644,192.168.1.2,216.58.212.234,
4,1612192644,192.168.1.2,216.58.212.234,64
4,1612192644,192.168.1.2,216.58.212.234,234
4,1612192644,192.168.1.2,216.58.212.234,807
4,1612192644,216.58.212.234,192.168.1.2,580
4,1612192644,192.168.1.2,216.58.212.234,
4,1612192644,192.168.1.2,216.58.212.234,774
4,1612192644,216.58.212.234,192.168.1.2,
4,1612192644,192.168.1.2,216.58.212.234,774
4,1612192644,216.58.212.234,192.168.1.2,
4,1612192644,216.58.212.234,192.168.1.2,31
4,1612192644,192.168.1.2,216.58.212.234,
4,1612192644,216.58.212.234,192.168.1.2,348
4,1612192644,216.58.212.234,192.168.1.2,702
4,1612192644,216.58.212.234,192.168.1.2,741
4,1612192644,192.168.1.2,216.58.212.234,
4,1612192644,192.168.1.2,216.58.212.234,
4,1612192644,192.168.1.2,216.58.212.234,
4,1612192644,192.168.1.2,216.58.212.234,39
4,1612192644,192.168.1.2,216.58.212.234,63
4,1612192644,192.168.1.2,216.58.212.234,
4,1612192644,216.58.212.234,192.168.1.2,
4,1612192644,216.58.212.234,192.168.1.2,
4,1612192644,192.168.1.2,216.58.212.234,
,1612192654,,,
0,1612192655,52.97.133.226,192.168.1.2,35
0,1612192655,52.97.133.226,192.168.1.2,872
0,1612192655,52.97.133.226,192.168.1.2,1161
0,1612192655,52.97.133.226,192.168.1.2,1196
0,1612192655,192.168.1.2,52.97.133.226,
0,1612192655,192.168.1.2,52.97.133.226,
0,1612192655,192.168.1.2,52.97.133.226,
0,1612192655,192.168.1.2,52.97.133.226,
1,1612192655,52.97.133.226,192.168.1.2,35
1,1612192655,192.168.1.2,52.97.133.226,
1,1612192655,52.97.133.226,192.168.1.2,837
1,1612192655,52.97.133.226,192.168.1.2,1126
1,1612192655,52.97.133.226,192.168.1.2,1161
1,1612192655,192.168.1.2,52.97.133.226,
1,1612192655,192.168.1.2,52.97.133.226,
1,1612192655,192.168.1.2,52.97.133.226,
,1612192657,192.168.1.2,192.168.1.1,
,1612192657,192.168.1.2,192.168.1.1,
,1612192657,192.168.1.1,192.168.1.2,
,1612192657,192.168.1.1,192.168.1.2,
5,1612192657,192.168.1.2,52.142.124.215,
6,1612192657,192.168.1.2,52.142.125.222,
5,1612192657,52.142.124.215,192.168.1.2,
5,1612192657,192.168.1.2,52.142.124.215,
6,1612192657,52.142.125.222,192.168.1.2,
6,1612192657,192.168.1.2,52.142.125.222,
5,1612192657,192.168.1.2,52.142.124.215,664
6,1612192657,192.168.1.2,52.142.125.222,513
6,1612192658,52.142.125.222,192.168.1.2,
6,1612192658,52.142.125.222,192.168.1.2,1448
6,1612192658,52.142.125.222,192.168.1.2,2896
6,1612192658,52.142.125.222,192.168.1.2,3821
6,1612192658,192.168.1.2,52.142.125.222,
6,1612192658,192.168.1.2,52.142.125.222,
6,1612192658,192.168.1.2,52.142.125.222,80
6,1612192658,192.168.1.2,52.142.125.222,250
6,1612192658,192.168.1.2,52.142.125.222,499
6,1612192658,192.168.1.2,52.142.125.222,613
6,1612192658,192.168.1.2,52.142.125.222,728
6,1612192658,192.168.1.2,52.142.125.222,842
5,1612192658,192.168.1.2,52.142.124.215,664
5,1612192658,52.142.124.215,192.168.1.2,
5,1612192658,52.142.124.215,192.168.1.2,254
5,1612192658,192.168.1.2,52.142.124.215,
5,1612192658,192.168.1.2,52.142.124.215,80
5,1612192658,192.168.1.2,52.142.124.215,250
5,1612192658,192.168.1.2,52.142.124.215,547
6,1612192658,52.142.125.222,192.168.1.2,925
6,1612192658,192.168.1.2,52.142.125.222,
5,1612192658,52.142.124.215,192.168.1.2,287
5,1612192658,52.142.124.215,192.168.1.2,349
5,1612192658,192.168.1.2,52.142.124.215,
5,1612192658,192.168.1.2,52.142.124.215,
5,1612192658,192.168.1.2,52.142.124.215,498
5,1612192658,52.142.124.215,192.168.1.2,31
5,1612192658,192.168.1.2,52.142.124.215,
5,1612192658,52.142.124.215,192.168.1.2,1448
5,1612192658,52.142.124.215,192.168.1.2,1453
5,1612192658,192.168.1.2,52.142.124.215,
5,1612192658,192.168.1.2,52.142.124.215,31
5,1612192658,52.142.124.215,192.168.1.2,
5,1612192658,52.142.124.215,192.168.1.2,
7,1612192658,192.168.1.2,35.165.120.205,37
7,1612192658,35.165.120.205,192.168.1.2,
7,1612192658,35.165.120.205,192.168.1.2,33
7,1612192658,192.168.1.2,35.165.120.205,
6,1612192658,192.168.1.2,52.142.125.222,842
6,1612192658,52.142.125.222,192.168.1.2,303
6,1612192658,192.168.1.2,52.142.125.222,
6,1612192658,52.142.125.222,192.168.1.2,303
6,1612192658,52.142.125.222,192.168.1.2,560
6,1612192658,52.142.125.222,192.168.1.2,768
6,1612192658,192.168.1.2,52.142.125.222,
6,1612192658,192.168.1.2,52.142.125.222,
6,1612192658,192.168.1.2,52.142.125.222,
6,1612192658,192.168.1.2,52.142.125.222,31
6,1612192658,52.142.125.222,192.168.1.2,208
6,1612192658,52.142.125.222,192.168.1.2,415
6,1612192658,192.168.1.2,52.142.125.222,
6,1612192658,192.168.1.2,52.142.125.222,
6,1612192658,52.142.125.222,192.168.1.2,
7,1612192658,35.165.120.205,192.168.1.2,31
7,1612192658,192.168.1.2,35.165.120.205,
7,1612192658,192.168.1.2,35.165.120.205,35
7,1612192659,35.165.120.205,192.168.1.2,
,1612192661,192.168.1.1,224.0.0.1,
,1612192661,192.168.1.6,224.0.0.251,
,1612192663,,,
,1612192663,,,
2,1612192668,192.168.1.2,129.102.3.227,46
2,1612192668,129.102.3.227,192.168.1.2,46
2,1612192668,192.168.1.2,129.102.3.227,
3,1612192675,192.168.1.2,46.4.77.182,46
3,1612192675,46.4.77.182,192.168.1.2,46
3,1612192675,192.168.1.2,46.4.77.182,
,1612192681,192.168.1.1,224.0.0.1,
,1612192681,192.168.1.6,224.0.0.251,
,1612192684,,,
,1612192699,,,
0,1612192700,52.97.133.226,192.168.1.2,35
0,1612192700,52.97.133.226,192.168.1.2,1126
0,1612192700,52.97.133.226,192.168.1.2,1161
1,1612192700,52.97.133.226,192.168.1.2,35
1,1612192700,52.97.133.226,192.168.1.2,1126
1,1612192700,52.97.133.226,192.168.1.2,1161
0,1612192700,192.168.1.2,52.97.133.226,
0,1612192700,192.168.1.2,52.97.133.226,
0,1612192700,192.168.1.2,52.97.133.226,
1,1612192700,192.168.1.2,52.97.133.226,
1,1612192700,192.168.1.2,52.97.133.226,
1,1612192700,192.168.1.2,52.97.133.226,
,1612192701,192.168.1.1,224.0.0.1,
,1612192701,192.168.1.6,224.0.0.251,
,1612192714,,,
5,1612192716,192.168.1.2,52.142.124.215,39
6,1612192716,192.168.1.2,52.142.125.222,39
5,1612192716,52.142.124.215,192.168.1.2,
5,1612192716,52.142.124.215,192.168.1.2,39
6,1612192716,52.142.125.222,192.168.1.2,
6,1612192716,52.142.125.222,192.168.1.2,39
5,1612192716,192.168.1.2,52.142.124.215,
6,1612192716,192.168.1.2,52.142.125.222,
,1612192721,192.168.1.1,224.0.0.1,
2,1612192721,192.168.1.2,129.102.3.227,46
2,1612192721,192.168.1.2,129.102.3.227,77
2,1612192721,192.168.1.2,129.102.3.227,
2,1612192721,129.102.3.227,192.168.1.2,
2,1612192721,129.102.3.227,192.168.1.2,
2,1612192721,192.168.1.2,129.102.3.227,
,1612192721,,,
,1612192721,,,
,1612192721,192.168.1.2,224.0.0.251,
,1612192722,192.168.1.6,224.0.0.251,
3,1612192727,192.168.1.2,46.4.77.182,46
3,1612192727,192.168.1.2,46.4.77.182,77
3,1612192727,192.168.1.2,46.4.77.182,
3,1612192727,46.4.77.182,192.168.1.2,
3,1612192727,46.4.77.182,192.168.1.2,
3,1612192727,192.168.1.2,46.4.77.182,
,1612192741,192.168.1.1,224.0.0.1,
,1612192741,192.168.1.6,224.0.0.251,
,1612192744,,,
0,1612192745,52.97.133.226,192.168.1.2,35
0,1612192745,52.97.133.226,192.168.1.2,902
0,1612192745,52.97.133.226,192.168.1.2,1161
0,1612192745,52.97.133.226,192.168.1.2,1196
0,1612192745,192.168.1.2,52.97.133.226,
0,1612192745,192.168.1.2,52.97.133.226,
0,1612192745,192.168.1.2,52.97.133.226,
0,1612192745,192.168.1.2,52.97.133.226,
1,1612192745,52.97.133.226,192.168.1.2,35
1,1612192745,52.97.133.226,192.168.1.2,902
1,1612192745,52.97.133.226,192.168.1.2,1161
1,1612192745,52.97.133.226,192.168.1.2,1196
1,1612192745,192.168.1.2,52.97.133.226,
1,1612192745,192.168.1.2,52.97.133.226,
1,1612192745,192.168.1.2,52.97.133.226,
1,1612192745,192.168.1.2,52.97.133.226,
,1612192759,192.168.1.1,192.168.1.255,
,1612192761,192.168.1.1,224.0.0.1,
,1612192761,192.168.1.6,224.0.0.251,
,1612192774,,,
5,1612192774,192.168.1.2,52.142.124.215,39
6,1612192774,192.168.1.2,52.142.125.222,39
5,1612192774,52.142.124.215,192.168.1.2,39
5,1612192774,192.168.1.2,52.142.124.215,
6,1612192774,52.142.125.222,192.168.1.2,
6,1612192776,52.142.125.222,192.168.1.2,39
6,1612192776,192.168.1.2,52.142.125.222,
,1612192778,,,
,1612192778,0.0.0.0,255.255.255.255,
,1612192778,,,
,1612192778,,,
,1612192778,,,
,1612192778,,,
,1612192778,,,
,1612192778,,,
,1612192778,,,
,1612192778,192.168.1.2,224.0.0.251,
,1612192778,,,
,1612192778,192.168.1.2,224.0.0.251,
,1612192778,,,
,1612192778,192.168.1.2,224.0.0.251,
,1612192778,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,,,
,1612192779,192.168.1.2,192.168.1.1,
,1612192779,192.168.1.2,192.168.1.1,
,1612192779,192.168.1.2,192.168.1.1,
,1612192779,192.168.1.2,192.168.1.1,
,1612192779,192.168.1.2,192.168.1.1,
,1612192779,192.168.1.1,192.168.1.2,
,1612192779,192.168.1.1,192.168.1.2,
,1612192779,192.168.1.1,192.168.1.2,
,1612192779,192.168.1.1,192.168.1.2,
,1612192779,192.168.1.1,192.168.1.2,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,192.168.1.2,224.0.0.251,
,1612192779,,,
,1612192779,0.0.0.0,255.255.255.255,
,1612192780,192.168.1.1,192.168.1.2,
,1612192780,192.168.1.2,224.0.0.251,
,1612192780,,,
